source_verse,target_verse,votes
"Psalms 107:3","Ezekiel 36:24",3
"Psalms 107:3","Psalms 106:47",10
"Psalms 107:3","Jeremiah 29:14",7
"Psalms 107:4","Numbers 32:13",2
"Psalms 107:4","Deuteronomy 32:10",9
"Psalms 107:4","Numbers 14:33",5
"Psalms 107:4","Psalms 107:40",3
"Psalms 107:4","Ezekiel 34:6",6
"Psalms 107:4","Revelation 12:6",2
"Psalms 107:4","Deuteronomy 8:15",2
"Psalms 107:4","Job 12:24",3
"Psalms 107:4","Hebrews 11:38",3
"Psalms 107:4","Ezekiel 34:12",6
"Psalms 107:5","Isaiah 44:12",3
"Psalms 107:5","Lamentations 2:19",3
"Psalms 107:5","Jeremiah 14:18",2
"Psalms 107:6","Hosea 5:15",7
"Psalms 107:6","Psalms 50:15",14
"Psalms 107:6","Psalms 107:28",8
"Psalms 107:6","Psalms 107:13",8
"Psalms 107:6","Psalms 107:19",8
"Psalms 107:6","2 Timothy 3:11",7
"Psalms 107:6","Psalms 91:15",11
"Psalms 107:7","Jeremiah 31:24",2
"Psalms 107:7","Psalms 136:16",1
"Psalms 107:7","Jeremiah 31:9",5
"Psalms 107:7","Psalms 78:52",3
"Psalms 107:7","2 Peter 2:15",3
"Psalms 107:7","Nehemiah 11:3",3
"Psalms 107:7","2 Peter 2:21",2
"Psalms 107:7","Psalms 77:20",4
"Psalms 107:7","Isaiah 30:21",3
"Psalms 107:7","Psalms 107:4",3
"Psalms 107:7","Hebrews 11:16",3
"Psalms 107:7","Psalms 107:36",3
"Psalms 107:7","Isaiah 48:17",2
"Psalms 107:7","Hebrews 12:22",4
"Psalms 107:7","Jeremiah 6:16",2
"Psalms 107:8","Psalms 107:21",8
"Psalms 107:8","Psalms 147:1",11
"Psalms 107:8","Psalms 40:5",3
"Psalms 107:8","Deuteronomy 5:29",3
"Psalms 107:8","Isaiah 63:7",4
"Psalms 107:8","Psalms 111:4",5
"Psalms 107:8","Deuteronomy 32:29",6
"Psalms 107:8","Isaiah 48:18",4
"Psalms 107:8","Psalms 107:15",8
"Psalms 107:8","Psalms 78:4",8
"Psalms 107:8","Psalms 107:31",11
"Psalms 107:8","Daniel 6:27",8
"Psalms 107:8","Psalms 34:3",6
"Psalms 107:9","Psalms 146:7",17
"Psalms 107:9","Matthew 5:6",26
"Psalms 107:9","Jeremiah 31:14",12
"Psalms 107:9","Psalms 34:10",20
"Psalms 107:9","Psalms 22:26",14
"Psalms 107:9","Luke 1:53",18
"Psalms 107:9","Jeremiah 31:25",22
"Psalms 107:9","Psalms 132:15",12
"Psalms 107:10","Isaiah 9:2",2
"Psalms 107:10","2 Chronicles 33:11",2
"Psalms 107:10","Isaiah 42:7",5
"Psalms 107:10","Matthew 4:16",5
"Psalms 107:10","Matthew 22:13",4
"Psalms 107:10","Micah 7:8",7
"Psalms 107:10","Job 3:5",3
"Psalms 107:10","Luke 1:79",9
"Psalms 107:10","Psalms 105:18",4
"Psalms 107:11","Luke 7:30",5
"Psalms 107:11","Luke 16:14",4
"Psalms 107:11","Romans 1:28",6
"Psalms 107:11","Psalms 78:40",6
"Psalms 107:11","2 Chronicles 33:10",5
"Psalms 107:11","Psalms 119:24",3
"Psalms 107:11","Acts 20:27",5
"Psalms 107:11","Isaiah 5:19",3
"Psalms 107:11","Psalms 106:43",7
"Psalms 107:11","Psalms 68:6",4
"Psalms 107:11","Proverbs 1:25",6
"Psalms 107:11","2 Chronicles 36:16",5
"Psalms 107:11","Psalms 73:24",5
"Psalms 107:11","Jeremiah 44:16",5
"Psalms 107:11","Psalms 68:18",3
"Psalms 107:11","Psalms 106:7",1
"Psalms 107:12","Psalms 22:11",7
"Psalms 107:12","Exodus 2:23",4
"Psalms 107:12","Isaiah 63:5",2
"Psalms 107:12","Isaiah 52:5",2
"Psalms 107:12","Job 9:13",2
"Psalms 107:12","Psalms 142:4",1
"Psalms 107:12","Judges 16:21",1
"Psalms 107:12","Isaiah 51:23",3
"Psalms 107:12","Nehemiah 9:37",2
"Psalms 107:12","2 Kings 6:33",2
"Psalms 107:12","Judges 16:30",2
"Psalms 107:13","Psalms 18:6",9
"Psalms 107:13","Psalms 107:19",8
"Psalms 107:13","Psalms 107:28",13
"Psalms 107:13","Judges 4:3",10
"Psalms 107:13","Psalms 107:6",12
"Psalms 107:14","Job 15:22",1
"Psalms 107:14","Isaiah 61:1",8
"Psalms 107:14","Psalms 102:20",6
"Psalms 107:14","Psalms 107:10",9
"Psalms 107:14","Job 36:8",6
"Psalms 107:14","Job 33:30",5
"Psalms 107:14","Psalms 68:6",6
"Psalms 107:14","Psalms 146:7",5
"Psalms 107:14","Job 3:5",5
"Psalms 107:14","Job 19:8",4
"Psalms 107:14","Luke 13:16",6
"Psalms 107:14","Acts 5:25",6
"Psalms 107:14","Job 15:30",4
"Psalms 107:14","Acts 5:19",7
"Psalms 107:14","Psalms 116:16",14
"Psalms 107:14","Isaiah 42:16",16
"Psalms 107:14","Ephesians 5:8",13
"Psalms 107:14","1 Peter 2:9",11
"Psalms 107:14","Isaiah 49:9",5
"Psalms 107:15","Psalms 107:8",3
"Psalms 107:15","Psalms 107:31",3
"Psalms 107:15","Psalms 107:21",4
"Psalms 107:16","Judges 16:3",5
"Psalms 107:16","Micah 2:13",4
"Psalms 107:17","Jeremiah 2:19",2
"Psalms 107:17","Proverbs 1:22",3
"Psalms 107:17","Proverbs 7:22",1
"Psalms 107:17","Lamentations 3:39",5
"Psalms 107:17","Psalms 92:6",2
"Psalms 107:17","Proverbs 7:7",2
"Psalms 107:17","Psalms 14:1",2
"Psalms 107:18","Isaiah 38:10",3
"Psalms 107:18","Job 38:17",2
"Psalms 107:18","Psalms 88:3",5
"Psalms 107:18","Psalms 9:13",5
"Psalms 107:19","Psalms 107:13",3
"Psalms 107:19","Psalms 107:28",2
"Psalms 107:19","Psalms 107:6",3
"Psalms 107:19","Jeremiah 33:3",2
"Psalms 107:20","Psalms 49:15",25
"Psalms 107:20","Matthew 8:8",65
"Psalms 107:20","Psalms 147:3",46
"Psalms 107:20","Psalms 147:15",53
"Psalms 107:20","Psalms 56:13",36
"Psalms 107:21","Psalms 107:15",2
"Psalms 107:21","Psalms 66:5",2
"Psalms 107:21","2 Chronicles 32:25",2
"Psalms 107:21","Psalms 107:8",4
"Psalms 107:21","Psalms 107:31",2
"Psalms 107:21","Luke 17:18",2
"Psalms 107:22","Psalms 116:12",3
"Psalms 107:22","Psalms 73:28",4
"Psalms 107:22","Psalms 118:17",7
"Psalms 107:22","Leviticus 7:12",4
"Psalms 107:22","Isaiah 12:4",3
"Psalms 107:22","1 Peter 2:9",1
"Psalms 107:22","Psalms 116:17",5
"Psalms 107:22","Psalms 9:11",7
"Psalms 107:22","Psalms 50:14",8
"Psalms 107:22","1 Peter 2:5",3
"Psalms 107:22","Hebrews 13:15",6
"Psalms 107:23","Psalms 48:7",2
"Psalms 107:23","Ezekiel 27:26",2
"Psalms 107:23","Isaiah 42:10",2
"Psalms 107:23","Revelation 18:17",3
"Psalms 107:24","Psalms 95:5",2
"Psalms 107:25","Psalms 105:31",3
"Psalms 107:25","Psalms 105:34",5
"Psalms 107:25","Jonah 1:4",11
"Psalms 107:25","Psalms 148:8",6
"Psalms 107:25","Matthew 8:24",8
"Psalms 107:25","Psalms 93:3",5
"Psalms 107:25","Psalms 135:7",3
"Psalms 107:25","John 6:18",3
"Psalms 107:26","Isaiah 13:7",2
"Psalms 107:26","Psalms 22:14",6
"Psalms 107:26","2 Samuel 17:10",2
"Psalms 107:26","Nahum 2:10",2
"Psalms 107:26","Psalms 119:28",5
"Psalms 107:27","Isaiah 19:14",4
"Psalms 107:27","Isaiah 19:3",4
"Psalms 107:27","Job 12:25",7
"Psalms 107:27","Isaiah 24:20",3
"Psalms 107:27","Job 37:20",3
"Psalms 107:27","Isaiah 29:9",4
"Psalms 107:28","Psalms 107:6",5
"Psalms 107:28","Jonah 1:14",3
"Psalms 107:28","Psalms 107:13",7
"Psalms 107:28","Matthew 8:25",7
"Psalms 107:28","Psalms 107:19",7
"Psalms 107:29","Psalms 65:7",15
"Psalms 107:29","Matthew 8:26",16
"Psalms 107:29","Jonah 1:15",6
"Psalms 107:29","Psalms 89:9",12
"Psalms 107:30","John 6:21",7
"Psalms 107:31","Psalms 77:14",2
"Psalms 107:31","Jonah 1:16",2
"Psalms 107:31","Jonah 2:9",2
"Psalms 107:31","Psalms 107:21",3
"Psalms 107:31","Psalms 71:17",2
"Psalms 107:31","Hebrews 13:15",2
"Psalms 107:31","Revelation 15:3",2
"Psalms 107:31","Psalms 107:8",4
"Psalms 107:31","Psalms 103:2",3
"Psalms 107:31","Psalms 77:11",2
"Psalms 107:31","Hosea 2:8",2
"Psalms 107:31","2 Timothy 3:2",2
"Psalms 107:31","Psalms 107:15",3
"Psalms 107:32","Psalms 99:5",4
"Psalms 107:32","Psalms 66:16",2
"Psalms 107:32","Psalms 99:9",2
"Psalms 107:32","Psalms 22:25",6
"Psalms 107:32","Psalms 35:18",2
"Psalms 107:32","Isaiah 25:1",3
"Psalms 107:32","Psalms 22:22",6
"Psalms 107:32","Psalms 111:1",2
"Psalms 107:32","Psalms 119:46",3
"Psalms 107:32","Exodus 15:2",2
"Psalms 107:32","Psalms 18:46",2
"Psalms 107:32","Psalms 46:10",4
"Psalms 107:32","Isaiah 12:4",2
"Psalms 107:33","Ezekiel 30:12",2
"Psalms 107:33","Isaiah 50:2",5
"Psalms 107:33","Isaiah 44:27",2
"Psalms 107:33","Zephaniah 2:13",2
"Psalms 107:33","Nahum 1:4",2
"Psalms 107:33","Isaiah 42:15",5
"Psalms 107:33","Psalms 74:15",2
"Psalms 107:33","Joel 1:20",2
"Psalms 107:33","Zephaniah 2:9",2
"Psalms 107:33","1 Kings 18:5",2
"Psalms 107:33","Jeremiah 14:3",2
"Psalms 107:34","Genesis 13:13",2
"Psalms 107:34","Genesis 14:3",5
"Psalms 107:34","Genesis 13:10",5
"Psalms 107:34","Ezekiel 47:11",3
"Psalms 107:35","Psalms 114:8",13
"Psalms 107:36","Acts 17:26",4
"Psalms 107:36","Psalms 146:7",3
"Psalms 107:36","Luke 1:53",5
"Psalms 107:36","Psalms 107:7",6
"Psalms 107:37","Isaiah 65:21",2
"Psalms 107:37","Acts 14:17",2
"Psalms 107:37","Isaiah 37:30",4
"Psalms 107:37","1 Corinthians 3:7",7
"Psalms 107:37","Jeremiah 31:5",2
"Psalms 107:37","Zechariah 8:12",4
"Psalms 107:37","Ezekiel 28:26",3
"Psalms 107:37","Jeremiah 29:5",4
"Psalms 107:37","Genesis 26:12",3
"Psalms 107:37","2 Corinthians 9:10",6
"Psalms 107:38","Deuteronomy 28:4",5
"Psalms 107:38","Exodus 12:38",4
"Psalms 107:38","Deuteronomy 7:14",8
"Psalms 107:38","Ezekiel 37:26",4
"Psalms 107:38","Genesis 1:28",5
"Psalms 107:38","Deuteronomy 30:9",8
"Psalms 107:38","Genesis 12:2",10
"Psalms 107:38","Genesis 30:43",5
"Psalms 107:38","Genesis 9:1",5
"Psalms 107:38","Jeremiah 30:19",5
"Psalms 107:38","Genesis 17:16",6
"Psalms 107:38","Exodus 1:7",11
"Psalms 107:38","Genesis 17:20",10
"Psalms 107:38","Deuteronomy 28:11",6
"Psalms 107:38","Genesis 31:9",4
"Psalms 107:38","Proverbs 10:22",5
"Psalms 107:39","2 Kings 14:26",3
"Psalms 107:39","2 Kings 13:7",2
"Psalms 107:39","2 Kings 13:22",2
"Psalms 107:39","Genesis 45:11",2
"Psalms 107:39","2 Kings 10:32",4
"Psalms 107:39","2 Kings 4:8",2
"Psalms 107:39","2 Kings 8:3",2
"Psalms 107:40","Exodus 8:17",3
"Psalms 107:40","Deuteronomy 32:10",3
"Psalms 107:40","Revelation 19:18",3
"Psalms 107:40","Job 12:21",8
"Psalms 107:40","Exodus 8:24",3
"Psalms 107:40","Judges 4:21",3
"Psalms 107:40","Job 12:24",9
"Psalms 107:40","1 Samuel 5:9",3
"Psalms 107:40","1 Samuel 6:4",3
"Psalms 107:40","Exodus 8:3",3
"Psalms 107:40","Daniel 4:33",5
"Psalms 107:40","1 Kings 21:19",3
"Psalms 107:40","Acts 12:23",3
"Psalms 107:40","Psalms 78:66",3
"Psalms 107:40","Psalms 107:4",3
"Psalms 107:41","Job 8:7",5
"Psalms 107:41","Job 5:11",3
"Psalms 107:41","Proverbs 17:6",3
"Psalms 107:41","Job 21:11",7
"Psalms 107:41","Job 42:16",3
"Psalms 107:41","Psalms 128:6",3
"Psalms 107:41","Psalms 78:52",5
"Psalms 107:41","Genesis 48:11",3
"Psalms 107:41","James 5:11",4
"Psalms 107:41","1 Samuel 2:21",5
"Psalms 107:41","1 Samuel 2:8",8
"Psalms 107:42","Psalms 63:11",7
"Psalms 107:42","Romans 3:19",6
"Psalms 107:42","Job 22:19",7
"Psalms 107:42","Psalms 112:10",3
"Psalms 107:42","Isaiah 66:14",3
"Psalms 107:42","Exodus 11:7",3
"Psalms 107:42","Psalms 52:6",5
"Psalms 107:42","Proverbs 10:11",3
"Psalms 107:43","Daniel 10:12",6
"Psalms 107:43","Jeremiah 9:24",5
"Psalms 107:43","Hosea 14:9",8
"Psalms 107:43","Psalms 50:23",4
"Psalms 107:43","Isaiah 5:12",3
"Psalms 107:43","Psalms 64:9",7
"Psalms 107:43","Jeremiah 9:12",7
"Psalms 107:43","Psalms 28:5",3
"Psalms 108:1","Psalms 68:1",9
"Psalms 108:1","Psalms 104:33",10
"Psalms 108:1","Psalms 16:9",4
"Psalms 108:1","Exodus 15:1",6
"Psalms 108:1","Psalms 138:1",3
"Psalms 108:1","Psalms 30:12",4
"Psalms 108:1","Psalms 71:15",10
"Psalms 108:1","Psalms 71:8",8
"Psalms 108:1","Psalms 34:1",6
"Psalms 108:2","Psalms 69:30",7
"Psalms 108:2","Psalms 103:22",4
"Psalms 108:2","Psalms 81:2",6
"Psalms 108:2","Psalms 33:2",5
"Psalms 108:2","Judges 5:12",3
"Psalms 108:2","Psalms 57:8",5
"Psalms 108:3","Psalms 22:22",7
"Psalms 108:3","Zephaniah 3:20",4
"Psalms 108:3","Psalms 22:27",7
"Psalms 108:3","Zephaniah 3:14",5
"Psalms 108:3","Psalms 117:1",6
"Psalms 108:3","Psalms 96:10",3
"Psalms 108:4","Psalms 89:5",2
"Psalms 108:4","Psalms 113:4",1
"Psalms 108:4","Isaiah 55:9",1
"Psalms 108:4","Psalms 103:11",4
"Psalms 108:4","Psalms 89:2",3
"Psalms 108:4","Psalms 85:10",2
"Psalms 108:4","Psalms 36:5",9
"Psalms 108:5","Matthew 6:13",3
"Psalms 108:5","Psalms 72:19",4
"Psalms 108:5","Psalms 57:5",8
"Psalms 108:5","Psalms 21:13",4
"Psalms 108:5","Psalms 148:13",4
"Psalms 108:5","Isaiah 6:3",3
"Psalms 108:5","Psalms 57:11",4
"Psalms 108:5","Psalms 8:1",4
"Psalms 108:6","Exodus 15:6",4
"Psalms 108:6","Matthew 3:17",5
"Psalms 108:6","2 Samuel 12:25",4
"Psalms 108:6","Colossians 3:12",7
"Psalms 108:6","Romans 1:7",5
"Psalms 108:6","1 Kings 18:29",5
"Psalms 108:6","Matthew 17:5",5
"Psalms 108:6","Ephesians 1:6",6
"Psalms 108:6","Deuteronomy 33:12",7
"Psalms 108:6","Jeremiah 33:3",5
"Psalms 108:6","Psalms 54:1",5
"Psalms 108:6","Isaiah 65:24",5
"Psalms 108:6","1 Kings 18:24",5
"Psalms 108:6","1 Kings 18:26",3
"Psalms 108:7","Joshua 17:7",2
"Psalms 108:7","Amos 4:2",1
"Psalms 108:7","Genesis 33:17",1
"Psalms 108:7","Joshua 20:7",3
"Psalms 108:7","1 Peter 1:3",2
"Psalms 108:7","Joshua 24:1",2
"Psalms 108:7","1 Peter 1:8",3
"Psalms 108:8","Psalms 122:5",2
"Psalms 108:8","2 Samuel 2:8",1
"Psalms 108:8","Genesis 49:10",3
"Psalms 108:8","1 Samuel 28:4",1
"Psalms 108:9","John 13:8",2
"Psalms 108:9","John 13:14",2
"Psalms 108:10","Psalms 60:1",1
"Psalms 108:11","1 Samuel 17:36",3
"Psalms 108:11","2 Chronicles 14:11",2
"Psalms 108:11","Numbers 10:9",2
"Psalms 108:11","2 Chronicles 20:15",3
"Psalms 108:11","2 Chronicles 13:12",5
"Psalms 108:11","Psalms 44:9",4
"Psalms 108:11","1 Samuel 17:26",2
"Psalms 108:12","Job 16:2",2
"Psalms 108:12","Lamentations 4:17",4
"Psalms 108:12","Job 9:13",1
"Psalms 108:12","Isaiah 31:3",4
"Psalms 108:12","Isaiah 2:22",3
"Psalms 108:13","Judges 15:8",2
"Psalms 108:13","Psalms 60:12",5
"Psalms 108:13","Romans 16:20",5
"Psalms 108:13","Isaiah 25:10",2
"Psalms 108:13","2 Corinthians 2:14",4
"Psalms 108:13","1 Corinthians 15:10",2
"Psalms 108:13","Psalms 18:42",3
"Psalms 108:13","2 Chronicles 20:12",2
"Psalms 108:13","Psalms 144:1",2
"Psalms 108:13","Isaiah 63:3",4
"Psalms 109:1","Psalms 118:28",2
"Psalms 109:1","Deuteronomy 10:21",5
"Psalms 109:1","Isaiah 42:14",4
"Psalms 109:1","Jeremiah 17:14",3
"Psalms 109:1","Psalms 28:1",6
"Psalms 109:1","Psalms 83:1",5
"Psalms 109:1","Exodus 15:2",4
"Psalms 109:2","Psalms 140:3",2
"Psalms 109:2","Acts 6:13",4
"Psalms 109:2","Proverbs 12:19",4
"Psalms 109:2","2 Samuel 17:1",4
"Psalms 109:2","Psalms 31:13",4
"Psalms 109:2","Jeremiah 9:5",4
"Psalms 109:2","Jeremiah 9:3",3
"Psalms 109:2","Psalms 31:18",4
"Psalms 109:2","Psalms 52:4",6
"Psalms 109:2","Proverbs 15:28",3
"Psalms 109:2","Proverbs 6:17",5
"Psalms 109:3","2 Samuel 15:12",2
"Psalms 109:3","Psalms 35:7",5
"Psalms 109:3","Psalms 17:11",2
"Psalms 109:3","Psalms 35:20",3
"Psalms 109:3","1 Samuel 26:18",2
"Psalms 109:3","Psalms 69:4",6
"Psalms 109:3","Psalms 88:17",3
"Psalms 109:3","Hosea 11:12",2
"Psalms 109:3","Psalms 22:12",2
"Psalms 109:4","Luke 23:34",8
"Psalms 109:4","John 10:32",4
"Psalms 109:4","Psalms 35:12",4
"Psalms 109:4","2 Corinthians 12:15",4
"Psalms 109:4","2 Samuel 13:39",1
"Psalms 109:4","Psalms 38:20",10
"Psalms 109:4","Psalms 35:7",7
"Psalms 109:4","Daniel 6:10",3
"Psalms 109:5","John 13:18",2
"Psalms 109:5","2 Samuel 15:12",2
"Psalms 109:5","2 Samuel 15:31",3
"Psalms 109:5","Genesis 44:4",3
"Psalms 109:5","Luke 6:16",2
"Psalms 109:5","Psalms 38:20",3
"Psalms 109:5","Proverbs 17:13",4
"Psalms 109:6","John 13:2",3
"Psalms 109:6","John 13:27",1
"Psalms 109:6","Matthew 5:25",6
"Psalms 109:6","Zechariah 3:1",9
"Psalms 109:6","Matthew 27:4",4
"Psalms 109:7","Matthew 23:13",3
"Psalms 109:7","Proverbs 15:8",5
"Psalms 109:7","Isaiah 66:3",3
"Psalms 109:7","Romans 3:19",3
"Psalms 109:7","Proverbs 21:27",6
"Psalms 109:7","Galatians 3:10",5
"Psalms 109:7","Proverbs 28:9",10
"Psalms 109:7","Isaiah 1:15",3
"Psalms 109:8","Matthew 27:5",2
"Psalms 109:8","Psalms 55:23",6
"Psalms 109:9","Exodus 22:24",7
"Psalms 109:9","Lamentations 5:3",3
"Psalms 109:9","Jeremiah 18:21",4
"Psalms 109:10","2 Kings 5:27",2
"Psalms 109:10","Isaiah 16:2",2
"Psalms 109:10","2 Samuel 3:29",2
"Psalms 109:10","Psalms 59:15",2
"Psalms 109:10","Psalms 37:25",5
"Psalms 109:11","Job 20:18",2
"Psalms 109:11","Job 5:5",4
"Psalms 109:11","Deuteronomy 28:29",2
"Psalms 109:12","Isaiah 13:18",2
"Psalms 109:12","Matthew 27:25",3
"Psalms 109:12","Luke 6:38",3
"Psalms 109:12","James 2:13",3
"Psalms 109:12","Job 5:4",2
"Psalms 109:12","Isaiah 27:11",2
"Psalms 109:12","Isaiah 9:17",2
"Psalms 109:13","1 Samuel 3:13",2
"Psalms 109:13","Job 18:19",5
"Psalms 109:13","Proverbs 10:7",6
"Psalms 109:13","Psalms 21:10",2
"Psalms 109:13","Deuteronomy 29:20",2
"Psalms 109:13","Psalms 37:28",5
"Psalms 109:13","Jeremiah 22:30",2
"Psalms 109:13","Deuteronomy 9:14",2
"Psalms 109:13","Deuteronomy 25:19",2
"Psalms 109:14","2 Kings 8:27",3
"Psalms 109:14","2 Kings 11:1",3
"Psalms 109:14","Leviticus 26:39",3
"Psalms 109:14","2 Kings 9:27",3
"Psalms 109:14","2 Samuel 3:29",3
"Psalms 109:14","Jeremiah 18:23",6
"Psalms 109:14","Exodus 20:5",8
"Psalms 109:14","2 Samuel 21:1",3
"Psalms 109:14","Isaiah 43:25",3
"Psalms 109:14","Nehemiah 4:5",7
"Psalms 109:15","Job 18:17",5
"Psalms 109:15","Jeremiah 2:22",2
"Psalms 109:15","Psalms 34:16",6
"Psalms 109:15","Deuteronomy 32:34",2
"Psalms 109:15","Amos 8:7",2
"Psalms 109:15","Hosea 7:2",1
"Psalms 109:15","Psalms 90:8",5
"Psalms 109:15","Psalms 109:13",2
"Psalms 109:15","Isaiah 65:15",2
"Psalms 109:15","Psalms 51:9",3
"Psalms 109:16","James 2:13",3
"Psalms 109:16","Psalms 37:14",3
"Psalms 109:16","Matthew 5:7",2
"Psalms 109:16","Psalms 37:32",2
"Psalms 109:16","Psalms 34:18",4
"Psalms 109:16","Psalms 10:2",2
"Psalms 109:16","Genesis 42:21",2
"Psalms 109:16","Psalms 10:14",2
"Psalms 109:17","Revelation 16:6",3
"Psalms 109:17","Proverbs 14:14",6
"Psalms 109:17","Matthew 7:2",9
"Psalms 109:17","Ezekiel 35:6",5
"Psalms 109:18","Numbers 5:22",5
"Psalms 109:18","1 Peter 5:5",2
"Psalms 109:18","Acts 1:18",2
"Psalms 109:18","Colossians 3:12",3
